Name,Culture,Continent,Country,Theory,Reference,scale_0,scale_1,scale_2,scale_3,scale_4,scale_5,scale_6,scale_7,scale_8,int_0,int_1,int_2,int_3,int_4,int_5,int_6,int_7,int_8
Sum pyi.1,Cambodia,South East Asia,Cambodia,N,DOI: 10.1007/978-3-030-02695-0_3,244,502,674,1006,1231,,,,,244,258,172,332,225,,,,
Roneat Ek,Cambodia,South East Asia,Cambodia,N,DOI: 10.1007/978-3-030-02695-0_3,181,321,713,875,1026,1201,,,,181,140,392,162,151,175,,,
Roneat Ek,Cambodia,South East Asia,Cambodia,N,DOI: 10.1007/978-3-030-02695-0_3,141,384,494,686,885,1081,1209,,,141,243,110,192,199,196,128,,
Roneat Ek,Cambodia,South East Asia,Cambodia,N,DOI: 10.1007/978-3-030-02695-0_3,128,310,499,659,850,1005,1186,,,128,182,189,160,191,155,181,,
Sum pyi,Cambodia,South East Asia,Cambodia,N,DOI: 10.1007/978-3-030-02695-0_3,193,399,618,703,840,1039,1188,,,193,206,219,85,137,199,149,,
China_87,China,East Asia,China,N,DOI: 10.1017/S0003598X00113432,315,525,822,1217,,,,,,315,210,297,395,,,,,
China_88,China,East Asia,China,N,DOI: 10.1017/S0003598X00113432,203,400,704,905,1200,,,,,203,197,304,201,295,,,,
China_89,China,East Asia,China,N,DOI: 10.1017/S0003598X00113432,250,428,580,780,980,1180,,,,250,178,152,200,200,200,,,
China_90,China,East Asia,China,N,DOI: 10.1017/S0003598X00113432,166,343,499,646,881,1198,,,,166,177,156,147,235,317,,,
Uganda_125,Uganda,Africa,Uganda,N,DOI: 10.1038/165040a0,239,475,713,948,1192,,,,,239,236,238,235,244,,,,
Uganda_126,Uganda,Africa,Uganda,N,DOI: 10.1038/165040a0,239,493,731,971,1200,,,,,239,254,238,240,229,,,,
Bac,Vietnam,South East Asia,Vietnam,N,DOI: 10.2307/40285522,189,501,698,891,1200,,,,,189,312,197,193,309,,,,
Dan Ca,Vietnam,South East Asia,Vietnam,N,DOI: 10.2307/40285522,182,281,702,883,1200,,,,,182,99,421,181,317,,,,
Ho Mai Nhi,Vietnam,South East Asia,Vietnam,N,DOI: 10.2307/40285522,166,513,695,859,1200,,,,,166,347,182,164,341,,,,
Sa Mac,Vietnam,South East Asia,Vietnam,N,DOI: 10.2307/40285522,338,504,699,1026,1200,,,,,338,166,195,327,174,,,,
Vong Co,Vietnam,South East Asia,Vietnam,N,DOI: 10.2307/40285522,375,519,704,866,1200,,,,,375,144,185,162,334,,,,
Uganda_138,Uganda,Africa,Uganda,N,DOI: 10.2307/768436,236,488,745,941,1211,,,,,236,252,257,196,270,,,,
Uganda_139,Uganda,Africa,Uganda,N,DOI: 10.2307/768436,201,476,731,971,1196,,,,,201,275,255,240,225,,,,
Ethiopia_97,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,353,548,719,1010,1200,,,,,353,195,171,291,190,,,,
Ethiopia_98,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,343,528,720,1051,1200,,,,,343,185,192,331,149,,,,
Ethiopia_99,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,338,540,737,1005,1200,,,,,338,202,197,268,195,,,,
Ethiopia_100,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,375,554,759,1091,1200,,,,,375,179,205,332,109,,,,
Ethiopia_101,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,339,507,682,1043,1200,,,,,339,168,175,361,157,,,,
Ethiopia_102,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,326,554,712,984,1200,,,,,326,228,158,272,216,,,,
Ethiopia_103,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,309,531,692,1014,1200,,,,,309,222,161,322,186,,,,
Ethiopia_104,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,308,482,657,999,1200,,,,,308,174,175,342,201,,,,
Ethiopia_105,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,333,562,713,1088,1200,,,,,333,229,151,375,112,,,,
Ethiopia_106,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,343,583,691,1098,1200,,,,,343,240,108,407,102,,,,
Ethiopia_107,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,314,554,731,1082,1200,,,,,314,240,177,351,118,,,,
Ethiopia_108,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,399,516,688,1084,1200,,,,,399,117,172,396,116,,,,
Ethiopia_109,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,387,578,740,1036,1200,,,,,387,191,162,296,164,,,,
Ethiopia_110,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,311,489,611,1036,1200,,,,,311,178,122,425,164,,,,
Ethiopia_111,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,355,531,765,1054,1200,,,,,355,176,234,289,146,,,,
Ethiopia_112,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,306,498,728,1082,1200,,,,,306,192,230,354,118,,,,
Ethiopia_113,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,290,622,745,1052,1200,,,,,290,332,123,307,148,,,,
Ethiopia_114,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,367,494,688,1075,1200,,,,,367,127,194,387,125,,,,
Ethiopia_115,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,332,513,702,1075,1200,,,,,332,181,189,373,125,,,,
Ethiopia_116,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,380,513,716,1119,1200,,,,,380,133,203,403,81,,,,
Ethiopia_117,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,348,531,740,1043,1200,,,,,348,183,209,303,157,,,,
Ethiopia_118,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,351,530,712,1063,1200,,,,,351,179,182,351,137,,,,
Ethiopia_119,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,266,535,708,1076,1200,,,,,266,269,173,368,124,,,,
Ethiopia_120,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,322,505,688,1049,1200,,,,,322,183,183,361,151,,,,
Ethiopia_121,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,344,538,682,1054,1200,,,,,344,194,144,372,146,,,,
Ethiopia_122,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,330,521,718,1038,1200,,,,,330,191,197,320,162,,,,
Ethiopia_123,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,384,571,733,1062,1200,,,,,384,187,162,329,138,,,,
Ethiopia_124,Ethiopia,Africa,Ethiopia,N,DOI: 10.3406/ethio.2013.1539,333,505,700,1090,1200,,,,,333,172,195,390,110,,,,
China_86,China,East Asia,China,N,DOI: 10.3758/BF03210489,345,528,706,1159,,,,,,345,183,178,453,,,,,
China_85,China,East Asia,China,N,DOI: 10.3758/BF03210489,149,339,692,884,1099,1186,,,,149,190,353,192,215,87,,,
China_86,China,East Asia,China,N,DOI: 10.3758/BF03210489,284,486,684,798,1019,1170,,,,284,202,198,114,221,151,,,
China_83,China,East Asia,China,N,DOI: 10.3758/BF03210489,154,343,497,697,908,1042,1145,1238,,154,189,154,200,211,134,103,93,
China_83,China,East Asia,China,N,DOI: 10.3758/BF03210489,93,253,423,584,790,979,1144,1205,,93,160,170,161,206,189,165,61,
China_84,China,East Asia,China,N,DOI: 10.3758/BF03210489,164,337,484,697,888,1033,1144,1238,,164,173,147,213,191,145,111,94,
China_84,China,East Asia,China,N,DOI: 10.3758/BF03210489,94,264,425,590,785,981,1135,1201,,94,170,161,165,195,196,154,66,
Kawng wong yai D4,Thai,South East Asia,Thailand,N,John Garzoli,180,364,528,699,898,1055,1218,,,180,184,164,171,199,157,163,,
Kawng wong yai D4,Thai,South East Asia,Thailand,N,John Garzoli,163,361,513,679,866,1056,1229,,,163,198,152,166,187,190,173,,
Khawng wong lek,Thai,South East Asia,Thailand,N,John Garzoli,177,326,525,697,891,1060,1232,,,177,149,199,172,194,169,172,,
Khawng wong lek,Thai,South East Asia,Thailand,N,John Garzoli,172,356,539,696,886,1081,1231,,,172,184,183,157,190,195,150,,
Ranad ek,Thai,South East Asia,Thailand,N,John Garzoli,173,364,543,692,872,1030,1220,,,173,191,179,149,180,158,190,,
Ranad ek,Thai,South East Asia,Thailand,N,John Garzoli,190,352,513,687,885,1033,1197,,,190,162,161,174,198,148,164,,
Ranad ek,Thai,South East Asia,Thailand,N,John Garzoli,164,339,510,684,870,1048,1214,,,164,175,171,174,186,178,166,,
Ranad ek 2,Thai,South East Asia,Thailand,N,John Garzoli,165,328,460,653,812,993,1215,,,165,163,132,193,159,181,222,,
Ranad ek 2,Thai,South East Asia,Thailand,N,John Garzoli,222,348,518,703,861,1034,1211,,,222,126,170,185,158,173,177,,
Ranad ek 2,Thai,South East Asia,Thailand,N,John Garzoli,177,349,508,681,872,1054,1203,,,177,172,159,173,191,182,149,,
Ranad ek 3,Thai,South East Asia,Thailand,N,John Garzoli,164,351,533,709,862,1019,1185,,,164,187,182,176,153,157,166,,
Ranad ek 3,Thai,South East Asia,Thailand,N,John Garzoli,166,323,492,680,857,1030,1201,,,166,157,169,188,177,173,171,,
Ranad ek 3,Thai,South East Asia,Thailand,N,John Garzoli,171,343,514,675,840,1023,1185,,,171,172,171,161,165,183,162,,
Ranad thum,Thai,South East Asia,Thailand,N,John Garzoli,189,386,574,734,895,1069,1244,,,189,197,188,160,161,174,175,,
Ranad thum,Thai,South East Asia,Thailand,N,John Garzoli,175,351,517,684,849,1027,1211,,,175,176,166,167,165,178,184,,
Ranad thum lek,Thai,South East Asia,Thailand,N,John Garzoli,145,342,547,705,865,1054,1249,,,145,197,205,158,160,189,195,,
Ranad thum lek,Thai,South East Asia,Thailand,N,John Garzoli,195,370,534,707,877,1047,1222,,,195,175,164,173,170,170,175,,
Tizita,Ethiopia,Africa,Ethiopia,N,Kimberlin PhD,210,385,725,865,1190,,,,,210,175,340,140,325,,,,
Bati,Ethiopia,Africa,Ethiopia,N,Kimberlin PhD,325,535,710,1050,1190,,,,,325,210,175,340,140,,,,
Anchihoye,Ethiopia,Africa,Ethiopia,N,Kimberlin PhD,135,495,615,960,1195,,,,,135,360,120,345,235,,,,
Ambasel,Ethiopia,Africa,Ethiopia,N,Kimberlin PhD,120,465,700,835,1195,,,,,120,345,235,135,360,,,,
Nigeria_128,Nigeria,Africa,Nigeria,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",163,480,701,845,1201,,,,,163,317,221,144,356,,,,
Nigeria_129,Nigeria,Africa,Nigeria,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",167,451,678,791,1199,,,,,167,284,227,113,408,,,,
Nigeria_130,Nigeria,Africa,Nigeria,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",169,504,728,877,1200,,,,,169,335,224,149,323,,,,
Nigeria_131,Nigeria,Africa,Nigeria,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",152,429,649,918,1197,,,,,152,277,220,269,279,,,,
Nigeria_131,Nigeria,Africa,Nigeria,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",279,428,768,973,1230,,,,,279,149,340,205,257,,,,
Nigeria_132,Nigeria,Africa,Nigeria,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",186,486,740,903,1209,,,,,186,300,254,163,306,,,,
Nigeria_132,Nigeria,Africa,Nigeria,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",306,531,786,1000,1161,,,,,306,225,255,214,161,,,,
Tanzania_127,Tanzania,Africa,Tanzania,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",257,625,954,1200,,,,,,257,368,329,246,,,,,
Tanzania_127,Tanzania,Africa,Tanzania,N,"Kubik, Gerhard. ""A Structural Examination of Homophonic Multi-Part Singing in East and Central Africa."" Anuario musical 39 (1984): 27",246,499,705,886,1146,1229,,,,246,253,206,181,260,83,,,
Bac,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2153",200,500,700,900,1200,,,,,200,300,200,200,300,,,,
Ho Mai Nhi,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2154",175,520,700,869,1200,,,,,175,345,180,169,331,,,,
Xuan Ho,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2155",200,300,700,900,1200,,,,,200,100,400,200,300,,,,
Thien,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2156",300,500,700,1000,1200,,,,,300,200,200,300,200,,,,
Ai,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2157",300,520,700,900,1200,,,,,300,220,180,200,300,,,,
Sa Mac,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2158",338,700,1020,1200,,,,,,338,362,320,180,,,,,
Ai-oan A,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2159",175,520,700,900,1200,,,,,175,345,180,200,300,,,,
Ai-oan D,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2160",338,520,700,1020,1200,,,,,338,182,180,320,180,,,,
Vong co D,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2162",375,520,700,1020,1200,,,,,375,145,180,320,180,,,,
Slendro 1,Gamelan,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2186",263,486,739,975,1200,,,,,263,223,253,236,225,,,,
Pelog 1,Gamelan,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2187",167,412,537,683,935,1100,1200,,,167,245,125,146,252,165,100,,
Pelog Saih Pitu Gambang,Bali,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2188",186,320,502,707,816,996,1200,,,186,134,182,205,109,180,204,,
Pentatonic Pelog Saih Gong,Bali,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2189",158,281,641,787,1200,,,,,158,123,360,146,413,,,,
Slendro Saih Gener Wayang,Bali,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2190",293,507,762,1005,1200,,,,,293,214,255,243,195,,,,
Pelog Gong Sasak,Sasak,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2191",113,463,570,808,1200,,,,,113,350,107,238,392,,,,
Slendro Tandak Geroh,Sasak,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2192",210,394,702,914,1200,,,,,210,184,308,212,286,,,,
Zikrzamman,Sasak,South East Asia,Indonesia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2193",245,340,525,735,840,1050,1200,,,245,95,185,210,105,210,150,,
Balafons 1,Mali,Africa,Mali,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2194",169,350,543,709,894,1040,1205,,,169,181,193,166,185,146,165,,
Balafons 3,Ghana,Africa,Ghana,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2196",195,289,513,686,796,1108,1209,,,195,94,224,173,110,312,101,,
Xylophone 1,Yaswa,Africa,Eq. Guinea,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2197",209,416,686,926,1144,1213,,,,209,207,270,240,218,69,,,
Xylophone 2,Banyoro,Africa,Uganda,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2198",193,494,702,909,1200,,,,,193,301,208,207,291,,,,
Xylophone 3,Bapare,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2199",189,374,571,760,1013,1217,,,,189,185,197,189,253,204,,,
Marimba 1,Bakwese,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2200",263,439,620,777,933,1128,1234,,,263,176,181,157,156,195,106,,
Marimba 1,Bakwese,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2200",106,298,478,672,870,964,1200,,,106,192,180,194,198,94,236,,
Marimba 2,Bakubu,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2201",112,338,469,646,826,972,1187,,,112,226,131,177,180,146,215,,
Marimba 2,Bakubu,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2201",165,289,504,662,846,1052,1218,,,165,124,215,158,184,206,166,,
Marimba 3,Yakoma,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2202",218,495,820,1038,1185,,,,,218,277,325,218,147,,,,
Marimba 3,Yakoma,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2202",147,409,657,982,1200,,,,,147,262,248,325,218,,,,
Xylophone 4,Burma,South East Asia,Myanmar,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2203",114,350,550,687,838,1032,1196,,,114,236,200,137,151,194,164,,
Xylophone 5,South Pacific,Oceania,Solomon Is.,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2204",202,370,685,903,1200,,,,,202,168,315,218,297,,,,
Patna,India,South Asia,India,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2205",187,356,526,672,856,985,1222,,,187,169,170,146,184,129,237,,
Flute 1,Mambuti,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2206",204,411,710,1000,1206,,,,,204,207,299,290,206,,,,
Vocal 1,Bushmen,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2208",489,710,954,1200,,,,,,489,221,244,246,,,,,
Vocal 2,Pygmie,Africa,Dem. Rep. Congo,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2209",231,471,702,969,1200,,,,,231,240,231,267,231,,,,
Silaba,Kora,Africa,Gambia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2210",200,385,500,700,900,1085,1200,,,200,185,115,200,200,185,115,,
Tomora,Kora,Africa,Gambia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2211",230,325,500,700,930,1025,1200,,,230,95,175,200,230,95,175,,
Hardino,Kora,Africa,Gambia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2212",185,405,500,700,885,1105,1200,,,185,220,95,200,185,220,95,,
Sauta,Kora,Africa,Gambia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2213",185,405,608,700,885,1105,1200,,,185,220,203,92,185,220,95,,
Mbira 3,Africa,Africa,Zimbabwe,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2216",126,243,400,713,818,1082,1232,,,126,117,157,313,105,264,150,,
Mbira 3,Africa,Africa,Zimbabwe,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2216",139,211,474,626,723,978,1168,,,139,72,263,152,97,255,190,,
Mbira 3,Africa,Africa,Zimbabwe,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2216",190,346,490,708,859,987,1227,,,190,156,144,218,151,128,240,,
Sanza 1,N'Gundi,Africa,,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2218",197,288,485,692,1204,,,,,197,91,197,207,512,,,,
Bagpipe 1,Scottish,Western,United Kingdom,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2220",182,386,537,680,884,1049,1200,,,182,204,151,143,204,165,151,,
Bagpipe 2,Scottish,Western,United Kingdom,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2221",182,347,498,702,852,1017,1200,,,182,165,151,204,150,165,183,,
Bagpipe 3,Scottish,Western,United Kingdom,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2222",204,386,551,702,908,1049,1200,,,204,182,165,151,206,141,151,,
Bagpipe 4,Scottish,Western,United Kingdom,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2223",197,341,495,703,853,1009,1200,,,197,144,154,208,150,156,191,,
Bagpipe 5,Scottish,Western,United Kingdom,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2224",204,386,520,702,884,1017,1200,,,204,182,134,182,182,133,183,,
Bagpipe 6,Portugese,Western,Portugal,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2225",128,301,427,631,792,969,1200,,,128,173,126,204,161,177,231,,
Panpipe 2,Solomon Islands,Oceania,Solomon Is.,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2227",225,442,631,791,990,1155,,,,225,217,189,160,199,165,,,
Panpipe 3,Solomon Islands,Oceania,Solomon Is.,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2228",200,411,644,838,1011,1211,,,,200,211,233,194,173,200,,,
Panpipe 3,Solomon Islands,Oceania,Solomon Is.,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2228",200,401,587,766,920,1113,1229,,,200,201,186,179,154,193,116,,
Panpipe 4,Solomon Islands,Oceania,Solomon Is.,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2229",184,394,591,806,994,1194,,,,184,210,197,215,188,200,,,
Panpipe 4,Solomon Islands,Oceania,Solomon Is.,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2229",200,382,587,774,921,1090,1250,,,200,182,205,187,147,169,160,,
Bac Dan Tranh,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2230",182,498,702,884,1200,,,,,182,316,204,182,316,,,,
Dan Ca Dan Tranh,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2231",182,280,702,884,1200,,,,,182,98,422,182,316,,,,
Sa Mac Dan Tranh,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2232",335,498,702,1027,1136,1200,,,,335,163,204,325,109,64,,,
Vong Co Dan Tranh,Vietnam,South East Asia,Vietnam,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2233",165,372,520,702,867,1037,1200,,,165,207,148,182,165,170,163,,
Ranat T'hong,Thai,South East Asia,Thailand,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2234",200,340,537,699,881,1043,1207,,,200,140,197,162,182,162,164,,
Tak'hay,Thai,South East Asia,Thailand,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2235",198,362,528,720,890,1080,1250,,,198,164,166,192,170,190,170,,
Khong Mon,Laos,South East Asia,Lao PDR,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2236",129,262,415,703,804,984,1200,,,129,133,153,288,101,180,216,,
Khong Mon,Laos,South East Asia,Lao PDR,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2236",216,345,478,632,920,1018,1202,,,216,129,133,154,288,98,184,,
Pentatonic 1,Cambodia,South East Asia,Cambodia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2237",185,380,680,875,1200,,,,,185,195,300,195,325,,,,
Pentatonic 2,Cambodia,South East Asia,Cambodia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2237",190,380,700,890,1200,,,,,190,190,320,190,310,,,,
Heptatonic 1,Cambodia,South East Asia,Cambodia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2237",185,380,485,680,875,1060,1200,,,185,195,105,195,195,185,140,,
Heptatonic 2,Cambodia,South East Asia,Cambodia,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2237",190,380,510,700,890,1080,1200,,,190,190,130,190,190,190,120,,
Thai 1,Thai,South East Asia,Thailand,N,"Rechberger, Herman. Scales and Modes around the World. Fennica-Gehrman, 2237",182,344,522,687,865,1037,1200,,,182,162,178,165,178,172,163,,
Mardiswara,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,238,473,729,971,1215,,,,,238,235,256,242,244,,,,
Lokananta,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,240,500,730,980,1239,,,,,240,260,230,250,259,,,,
Swaraharja,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,227,482,696,936,1197,,,,,227,255,214,240,261,,,,
Nagalima,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,251,483,728,960,1221,,,,,251,232,245,232,261,,,,
Kanyutmesem,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,251,489,730,966,1219,,,,,251,238,241,236,253,,,,
Manisrengga,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,236,486,733,974,1231,,,,,236,250,247,241,257,,,,
Lipurtambaneng,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,216,470,704,954,1200,,,,,216,254,234,250,246,,,,
Konservatori Karawitan Gamelan I,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,227,452,706,942,1200,,,,,227,225,254,236,258,,,,
Landung,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,219,467,714,956,1231,,,,,219,248,247,242,275,,,,
Gam. GPH Tedjakusuma,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,236,463,723,956,1225,,,,,236,227,260,233,269,,,,
Surak,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,231,464,712,962,1218,,,,,231,233,248,250,256,,,,
Prarasrum,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,231,469,716,947,1205,,,,,231,238,247,231,258,,,,
Sadadpengasih,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,226,474,712,958,1205,,,,,226,248,238,246,247,,,,
Harjawinangun,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,240,490,725,969,1225,,,,,240,250,235,244,256,,,,
Pancasona,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,221,447,707,955,1207,,,,,221,226,260,248,252,,,,
Hajanagara,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,217,455,698,941,1200,,,,,217,238,243,243,259,,,,
Madumurti,Gamelan,South East Asia,Indonesia,N,Surjodiningrat,224,457,715,958,1216,,,,,224,233,258,243,258,,,,
